Date,gross,net,equity
2021-01-04,,,
2021-01-05,0.0,0.0,1.0
2021-01-06,0.0,0.0,1.0
2021-01-11,0.0,0.0,1.0
2021-01-12,0.0,0.0,1.0
2021-01-13,0.0,0.0,1.0
2021-01-14,-0.0,-0.0,1.0
2021-01-15,-0.0,-0.0,1.0
2021-01-19,0.002086423772957057,0.0020332802711300396,1.00203328027113
2021-01-20,0.0,-5.3143501827017375e-05,1.001980028713669
2021-01-22,-0.0,-0.0,1.001980028713669
2021-01-25,0.0,0.0,1.001980028713669
2021-01-26,-0.0005166612962939432,-0.0005828579466969725,1.0013960166915017
2021-01-27,-0.009458794976023187,-0.009470001288013178,0.9919127951236218
2021-01-28,0.0015832395548780718,0.0015426552262071227,0.9934429745809611
2021-01-29,-0.0,-3.6818633722070255e-05,0.9934063973679562
2021-02-01,0.0,0.0,0.9934063973679562
2021-02-02,0.0017361585712668494,0.0017116023980482276,0.9951067141399276
2021-02-09,0.004923015616325875,0.004904390835116479,0.9999871063887183
2021-02-10,-0.0,-4.318095442801792e-05,0.9999439259910488
2021-02-11,0.0002898516060784355,0.00025395139072626204,1.0001978631417026
2021-02-12,0.0017346867298088078,0.0017003580647260805,1.0018985576446173
2021-02-16,-0.0003215395266300034,-0.0003255585886351223,1.001572380964235
2021-02-17,0.0,-7.424794244001964e-05,1.0014980162757436
2021-02-18,-0.0006374567555775726,-0.00066741331612881,1.0008296031636046
2021-02-19,-0.0,-2.9956560551237456e-05,1.000799621750996
2021-02-22,-0.0021186377234973875,-0.0021737269082909862,0.9986241566833884
2021-02-23,0.0,-5.508918479359867e-05,0.9985691432926815
2021-02-24,0.0,0.0,0.9985691432926815
2021-02-25,-0.0,-0.0,0.9985691432926815
2021-02-26,-0.0011172137276304513,-0.0011605777135526825,0.9974102261995347
2021-03-01,0.0,-4.3363985922231197e-05,0.9973669745165271
2021-03-02,-0.0,-0.0,0.9973669745165271
2021-03-03,-0.0,-0.0,0.9973669745165271
2021-03-04,-0.0,-0.0,0.9973669745165271
2021-03-05,0.0,0.0,0.9973669745165271
2021-03-08,-0.0,-0.0,0.9973669745165271
2021-03-09,0.0,0.0,0.9973669745165271
2021-03-10,0.0015292197877006368,0.00148008599066929,0.9988431634030653
2021-03-16,0.0018738047228770444,0.0018477356165961564,1.0006887614914788
2021-03-17,0.0,-2.3064690750458817e-05,1.0006656809146575
2021-03-18,-0.00211274249131331,-0.0021417846127637524,0.9985224705567537
2021-03-19,-0.0,-2.9042121450442443e-05,0.9984934713458927
2021-03-22,0.0,0.0,0.9984934713458927
2021-03-23,-0.0,-0.0,0.9984934713458927
2021-03-24,-0.0006403502665235147,-0.0006655436190813072,0.9978289303873441
2021-03-25,0.0,-2.5193352557792504e-05,0.9978037917313085
2021-03-26,0.0,0.0,0.9978037917313085
2021-03-29,-0.0,-0.0,0.9978037917313085
2021-03-30,-0.0,-0.0,0.9978037917313085
2021-03-31,0.0,0.0,0.9978037917313085
2021-04-01,0.0,0.0,0.9978037917313085
2021-04-06,0.0,0.0,0.9978037917313085
2021-04-07,0.0,0.0,0.9978037917313085
2021-04-08,0.0,0.0,0.9978037917313085
2021-04-14,0.0,0.0,0.9978037917313085
2021-04-15,0.0,0.0,0.9978037917313085
2021-04-16,0.0012907964489547862,0.0012135570323236044,0.9990146835396431
2021-04-19,-0.0,-7.723941663118182e-05,0.9989375202282805
2021-04-20,-0.0,-0.0,0.9989375202282805
2021-04-21,0.0027034385933017817,0.0026462951859221925,1.0015810037790978
2021-04-22,-0.0,-5.7143407379589153e-05,1.001523770027775
2021-04-23,0.0,0.0,1.001523770027775
2021-04-26,0.00037277036920044856,0.000337058455546723,1.001861342082894
2021-04-27,-0.0,-3.5711913653725536e-05,1.0018255636971525
2021-04-28,-6.0202142637424784e-05,-0.00010210027128734882,1.0017232770353164
2021-04-29,0.0,-4.189812864992403e-05,1.0016813067045836
2021-04-30,-0.001572129885967292,-0.0016199825158219575,1.0000586005012964
2021-05-03,0.0005887863673208962,0.0005820465381800635,1.0006406811476953
2021-05-04,-0.0,-5.459245899549831e-05,1.0005860537123406
2021-05-05,0.0,0.0,1.0005860537123406
2021-05-06,0.0,0.0,1.0005860537123406
2021-05-10,-0.0,-0.0,1.0005860537123406
2021-05-11,-0.0,-0.0,1.0005860537123406
2021-05-12,-0.0,-0.0,1.0005860537123406
2021-05-13,0.0,0.0,1.0005860537123406
2021-05-14,0.0,0.0,1.0005860537123406
2021-05-17,-0.0,-0.0,1.0005860537123406
2021-05-18,-0.0,-0.0,1.0005860537123406
2021-05-19,-0.0,-0.0,1.0005860537123406
2021-05-20,0.0,0.0,1.0005860537123406
2021-05-21,-0.0,-0.0,1.0005860537123406
2021-05-24,0.0,0.0,1.0005860537123406
2021-05-25,-0.0,-0.0,1.0005860537123406
2021-05-26,0.0,0.0,1.0005860537123406
2021-05-27,9.634987358975747e-05,5.964654168810639e-05,1.0006457352101057
2021-06-01,0.00021094385906087222,0.00020109223659861347,1.000846957299042
2021-06-02,0.0,-4.6554954363909835e-05,1.0008003629146196
2021-06-03,-0.0,-0.0,1.0008003629146196
2021-06-04,0.0,0.0,1.0008003629146196
2021-06-07,-0.0002629299994445299,-0.00031713805530020974,1.000482971033781
2021-06-08,0.0,-5.4208055855679796e-05,1.0004287367970046
2021-06-09,-0.00037201351400439875,-0.0004218865857981814,1.0000066693329028
2021-06-10,0.0,-4.9873071793782665e-05,0.9999567959284889
2021-06-11,0.0006113596458903366,0.0005373579647654131,1.0004941306772024
2021-06-15,0.0,-7.400168112492346e-05,1.0004200924295767
2021-06-16,-0.0,-0.0,1.0004200924295767
2021-06-17,-0.0,-0.0,1.0004200924295767
2021-06-18,-0.0,-0.0,1.0004200924295767
2021-06-21,0.004340340988560576,0.004279703985530288,1.0047015942863522
2021-06-22,0.0,-6.0637003030288106e-05,1.004640672192735
2021-06-23,-0.0,-0.0,1.004640672192735
2021-06-24,0.00130043259839624,0.001256467984127217,1.005902971032897
2021-06-25,0.0,-4.396461426902289e-05,1.0058587468967835
2021-07-06,0.0,0.0,1.0058587468967835
2021-07-07,0.0,0.0,1.0058587468967835
2021-07-08,-0.0023499488184538205,-0.002407630201164867,1.0034370109996489
2021-07-09,0.002525174307928364,0.0025148039394111282,1.0059604583478619
2021-07-12,0.0,-4.73110141938106e-05,1.0059128653383385
2021-07-13,-0.0008740253864611675,-0.0009253039638775081,1.0049820901767255
2021-07-14,0.0004698699442241964,0.00045817666079715725,1.0054425495149637
2021-07-15,-0.0015244212297329585,-0.0015507124932721487,1.0038833971921635
2021-07-16,-0.005407090212457879,-0.00545569973421069,0.9984065108089236
2021-07-19,-0.0,-0.00013787264613538072,0.9982688578613595
2021-07-20,0.004036799544052379,0.003980459634611239,1.002242426754566
2021-07-21,0.0,-5.6339909441140536e-05,1.0021859605070047
2021-07-27,0.0,0.0,1.0021859605070047
2021-07-28,-0.0,-0.0,1.0021859605070047
2021-07-29,0.0013420219502481515,0.0012773077429903126,1.0034660603942767
2021-07-30,-0.001206106153445224,-0.001221149010325715,1.0022406788077307
2021-08-02,-0.0,-4.967135037734789e-05,1.0021908961598112
2021-08-03,0.0,0.0,1.0021908961598112
2021-08-04,-0.0,-0.0,1.0021908961598112
2021-08-05,0.0,0.0,1.0021908961598112
2021-08-06,0.00031327030927577403,0.00027535484047175296,1.0024668542741455
2021-08-09,-0.0,-3.791546880402104e-05,1.0024288452734051
2021-08-10,0.0,0.0,1.0024288452734051
2021-08-11,0.0,0.0,1.0024288452734051
2021-08-17,0.0,0.0,1.0024288452734051
2021-08-18,-0.0,-0.0,1.0024288452734051
2021-08-19,0.0,0.0,1.0024288452734051
2021-08-20,0.0,0.0,1.0024288452734051
2021-08-26,0.0,0.0,1.0024288452734051
2021-08-27,0.0,0.0,1.0024288452734051
2021-08-30,0.0,0.0,1.0024288452734051
2021-08-31,-0.0,-0.0,1.0024288452734051
2021-09-01,0.0,0.0,1.0024288452734051
2021-09-02,0.0010898977869090083,0.0010190452640598388,1.003450365640738
2021-09-03,-0.00013030580207784256,-0.00016678397490639917,1.0032830062001352
2021-09-07,-0.0,-0.0001073306956777262,1.003175323137118
2021-09-08,-0.0,-0.0,1.003175323137118
2021-09-09,-0.0,-0.0,1.003175323137118
2021-09-10,-0.0,-0.0,1.003175323137118
2021-09-13,0.0,0.0,1.003175323137118
2021-09-14,-0.0,-0.0,1.003175323137118
2021-09-15,0.0,0.0,1.003175323137118
2021-09-16,-0.0,-0.0,1.003175323137118
2021-09-17,-0.0,-0.0,1.003175323137118
2021-09-20,-0.0,-0.0,1.003175323137118
2021-09-21,-0.0,-0.0,1.003175323137118
2021-09-22,0.005043190647197549,0.0049397924000380575,1.0081308009742567
2021-09-23,0.008122773659365961,0.008092463420511682,1.016289062604232
2021-09-27,-0.0,-0.00013370848601377107,1.0161531761323188
2021-09-28,-0.0,-0.0,1.0161531761323188
2021-09-29,0.0,0.0,1.0161531761323188
2021-09-30,-0.002780988786496146,-0.0028264952858634788,1.0132810239702656
2021-10-01,0.0030325736910489457,0.0030270452490057933,1.0163482714797825
2021-10-04,-0.005859963717291134,-0.005899809699892889,1.0103520100892367
2021-10-05,0.00409020186788202,0.0040779418690966825,1.0144721668537056
2021-10-06,0.0024840953217554894,0.0024431727146947647,1.0169506975715799
2021-10-08,0.002911864717819365,0.0028778865161920744,1.019877366271753
2021-10-11,-0.0015069705583528293,-0.001550905770176818,1.0182956325795296
